,ubicacion,texto,matchType,ubicacionEncontrada,scoreMejorMatch,tipoUbicacionEncontrada,time_ms,truthLocation,foundLocation
483,,uruguay se muere nunca vi tantas empresas cerradas nunca vi tan pocas posibilidades de crecer nunca vi tanta desintegracion social montevideo esta decadente sucia ruidosa y maloliente nunca vi tanta miseria en todos lados,,cempre-uruguay&cempre-uruguay,344.03258925,geonames,39.452,True,False
506,colon&colon-colon-villa-colon-villa-colon,familias que atraviesan 3 km de pajonales para llegar a un aljibe lleno de mugre a abastecerse de agua en colon montevideo uruguay,geonames,banco-de-las-familias&banco-de-las-familias,93.1741733152,geonames,10.173,True,False
226,,montevideo es un lugar en el que la basura no se clasifica y aunque se clasifique los camiones se llevan todo junto y asi lo depositan en la usina basura canteras negocios barrio montevideo https t co bgp5kaojc0,,las-canteras&las-canteras,319.905109333,geonames,14.999,True,False
412,,sabias que en nuestras casas podemos reciclar la yerba y convertirla en compost para las plantas hoy a partir de las 14 30 en el parque de la amistad te ensenamos como hacerlo los detalles los encontras aca https t co clhihuwpfy https t co stfalnoc2k,,parque-rodo&parque-rodo,313.145068165,geonames,31.383,True,False
278,,hoy en la esquina de la escuela de mi hija habia un basural hay que bajar a la calle para poder pasar hay paro de adeom y yo no me entere lo peor es que ya a nadie le llama la atencion es parte del paisaje de las esquinas de montevideo junto con los indigentes,,escuela-alemania&escuela-alemania,272.499956859,geonames,37.752,True,False
119,,habria que avisarle a martinez que su gestion dejo un endeudamiento de us 203 millones calles detonadas barrios enteros sin luz ni saneamiento y no pudo solucionar el problema de la basura hasta intervino el pit cnt para mediar con adeom un estadista https t co a0nke32kom,,islote-de-la-luz&isla-de-la-luz-isleta-luz-islote-de-la-luz-luz-island-piedra-de-la-mulata-roca-de-los-pajaros-roca-de-los-pajaros,269.642109375,geonames,15.632,True,False
270,,habria que avisarle a martinez que su gestion dejo un endeudamiento de us 203 millones calles detonadas barrios enteros sin luz ni saneamiento y no pudo solucionar el problema de la basura hasta intervino el pit cnt para mediar con adeom un estadista https t co a0nke32kom,,islote-de-la-luz&isla-de-la-luz-isleta-luz-islote-de-la-luz-luz-island-piedra-de-la-mulata-roca-de-los-pajaros-roca-de-los-pajaros,269.642109375,geonames,14.652,True,False
56,,lauraraffo pituca ridicula si conoces barrios montevideo si nombro cualquier esquina ciudad tenes idea,,ciudad-vieja&cidade-velha,261.491004,geonames,9.706,True,False
98,,montevideo esta sucio oscuro lleno de pozos y sin obras que transformen a la ciudad solo basta con salir a recorrer sus barrios y la realidad golpea llego la hora de tener una im que cubra las necesidades del vecino moderna y cerca de la gente vamos por el cambio,,ciudad-vieja&cidade-velha,261.491004,geonames,20.563,True,False
101,,se compraron nuevos camiones se compraron nuevos contenedores supuestamente no hay paro de adeom y en zonas de la ciudad hace dia que no se levanta la basura cual es la razon no da para mas https t co 5z93xlqfer,,ciudad-vieja&cidade-velha,261.491004,geonames,16.549,True,False
109,,dos dias con raffointendenta y ya hemos cosechado estas expresiones de desprecio de burocratas oficialistas prueba irrefutable de que vamos por buen camino montevideo volvera a ser una ciudad integrada limpia moderna y segura https t co wzy4q8v4r6,,ciudad-vieja&cidade-velha,261.491004,geonames,14.243,True,False
118,,cualquier candidato a la im que prometa limpiar la ciudad esta mintiendo los mugrientos somos nosotros los votantes la basura no se tira sola somos nosotros y nuestros vecinos los soretes de perro no llegan solos hasta la vereda las colillas de cigarro y los boletos tampoco,,ciudad-vieja&cidade-velha,261.491004,geonames,17.666,True,False
129,,el tema de la basura en montevideo va a ser fundamental en la proxima campana aunque todos sabemos que la solucion no viene desde las autoridades somos una ciudad sucia llena de ciudadanos sucios ha cambiado mucho tenemos mas insumos y tecnologia pero seguimos sucios,,ciudad-vieja&cidade-velha,261.491004,geonames,26.431,True,False
193,,muchos se quejan de la montevideoim y de la mugre de la ciudad hoy en vez de quejarme preferi escribirles coment https t co f2lfhepczb,,ciudad-vieja&cidade-velha,261.491004,geonames,12.354,True,False
207,,hace 28 anos que el fa gobierna en mvd y la ciudad continua sucia y con mas de 190 basurales endemicos han contribuido en la formacion de asentamientos y fallaron en las politicas de limpieza se recauda us 2 millones por dia gestionen bien https t co tyhija4b9j,,ciudad-vieja&cidade-velha,261.491004,geonames,26.194,True,False
216,,este tipo de acciones perjudican a todos los montevideanos y montevideanas que colaboran con el cuidado de la ciudad arriba los que no dejan nada afuera del contenedor imambiente https t co hjksg08gjd,,ciudad-vieja&cidade-velha,261.491004,geonames,14.053,True,False
228,,dmartinez uy en lugar de gastar en esto arreglar las calles limpiar la ciudad mejorar el transito https t co 7nzqpboegp,,ciudad-vieja&cidade-velha,261.491004,geonames,10.989,True,False
229,plaza-zabala,cada mes la im arroja al bolsillo de sus funcionarios 50 veces el importe arrojado a la plaza zabala para instalar el adefesio adefesio usd420 mil retribuciones mensuales usd20 millones en ambos casos dinero sustraido al contribuyente para devolverle una ciudad basural,geonames,ciudad-vieja&cidade-velha,261.491004,geonames,46.559,True,False
236,,comentamos el video de los japoneses limpiando pero nos cuesta llamar a montevideoim al 1950 3000 op 3 en vez de ensuciar nuestra ciudad nos falta bastante para ser desarrollados https t co ubwc8c84jw,,ciudad-vieja&cidade-velha,261.491004,geonames,13.265,True,False
254,,fernando puntigliano presento su renuncia como director de desarrollo ambiental de la intendencia de montevideo el jerarca encargado de la limpieza de la ciudad renuncia en medio del conflicto con adeom https t co a1fnarzkvc,,ciudad-vieja&cidade-velha,261.491004,geonames,26.801,True,False
258,,de nuevo fueron quemados 85 contenedores en un dia proposito 2018 cuidar la ciudad que es de todos https t co vijiginjh5,,ciudad-vieja&cidade-velha,261.491004,geonames,24.521,True,False
274,,en 30 anos de gestion el fa no pudo con la basura y la limpieza de la ciudad hemos presentado proyectos para esta problematica pero son encajonados los vecinos pagan impuestos caros y los servicios brillan por su ausencia hay que cambiar en mvd https t co 7ch3imkw5j,,ciudad-vieja&cidade-velha,261.491004,geonames,24.553,True,False
276,,pasas el verano en montevideo a partir de las 6 de la manana trabajamos en la limpieza de nuestras playas para que puedas disfrutarlas las playas de la ciudad te esperan mas info https t co zpuudxue7l https t co rdgavnbjqm,,ciudad-vieja&cidade-velha,261.491004,geonames,15.402,True,False
298,,cossecarolina municipioa hay algo que tenemos que entender montevideo es sucia esta rota etc porque los montevideanos y las montevideanas no cuidamos las cosas empecemos a hacernos cargo de nuestro rol en la sociedad ciudad departamento,,ciudad-vieja&cidade-velha,261.491004,geonames,22.181,True,False
331,,comentamos el video de los japoneses limpiando pero nos cuesta llamar a montevideoim al 1950 3000 op 3 en vez de ensuciar nuestra ciudad nos falta bastante para ser desarrollados https t co ubwc8c84jw,,ciudad-vieja&cidade-velha,261.491004,geonames,15.57,True,False
345,,dos dias con raffointendenta y ya hemos cosechado estas expresiones de desprecio de burocratas oficialistas prueba irrefutable de que vamos por buen camino montevideo volvera a ser una ciudad integrada limpia moderna y segura https t co wzy4q8v4r6,,ciudad-vieja&cidade-velha,261.491004,geonames,14.73,True,False
389,,los montevideanos merecemos un montevideo seguro limpio iluminado merecemos una ciudad para disfrutar y por eso le hablo a todos los montevideanos sin pensar en ideologia o caudal electoral tengo la tranquilidad de que van a poder contar conmigo si me confian su voto,,ciudad-vieja&cidade-velha,261.491004,geonames,19.227,True,False
396,,es una verguenza que la im se de el lujo de tener abandonados seis camiones que nos costaron a todos los montevideanos us 1 899 480 despues cuando llega fin de ano ponen excusas y la ciudad se tapa de basura presentamos pedido de informes https t co u8ippvhkcf,,ciudad-vieja&cidade-velha,261.491004,geonames,17.278,True,False
403,,los candidatos fa se esfuerzan por buscar promesas xa hacer xa montevideo y si empiezan por un plan para limpiar la ciudad levantar la basura arreglar de verdad el pavimento xa q mvdeo no sea zona minsda e iluminarla no inventen simplemente hagan esto,,ciudad-vieja&cidade-velha,261.491004,geonames,20.151,True,False
410,,montevideo hermosa ciudad copada por inseguridad mugre oscura tristemente poblada por indigentes veredas destruidas plazas que pasaron de ser un sitio de esparcimiento a juntadero de drogadictos transito desordenado calles rotas mas de 2 decadas del fa lograron el cambio,,ciudad-vieja&cidade-velha,261.491004,geonames,17.015,True,False
425,,que asco montevideo por favor ciudad capital de la mugre,,ciudad-vieja&cidade-velha,261.491004,geonames,8.914,True,False
434,,cualquier candidato a la im que prometa limpiar la ciudad esta mintiendo los mugrientos somos nosotros los votantes la basura no se tira sola somos nosotros y nuestros vecinos los soretes de perro no llegan solos hasta la vereda las colillas de cigarro y los boletos tampoco,,ciudad-vieja&cidade-velha,261.491004,geonames,24.251,True,False
456,,una ciudad limpia depende del compromiso de todos y todas https t co yidoxcspit,,ciudad-vieja&cidade-velha,261.491004,geonames,11.129,True,False
476,,dos dias con raffointendenta y ya hemos cosechado estas expresiones de desprecio de burocratas oficialistas prueba irrefutable de que vamos por buen camino montevideo volvera a ser una ciudad integrada limpia moderna y segura https t co wzy4q8v4r6,,ciudad-vieja&cidade-velha,261.491004,geonames,17.4,True,False
505,,cada mes la im arroja al bolsillo de sus funcionarios 50 veces el importe arrojado a la plaza zabala para instalar el adefesio adefesio usd420 mil retribuciones mensuales usd20 millones en ambos casos dinero sustraido al contribuyente para devolverle una ciudad basural,,ciudad-vieja&cidade-velha,261.491004,geonames,43.25,True,False
520,,es una verguenza que la im se de el lujo de tener abandonados seis camiones que nos costaron a todos los montevideanos us 1 899 480 despues cuando llega fin de ano ponen excusas y la ciudad se tapa de basura presentamos pedido de informes https t co u8ippvhkcf,,ciudad-vieja&cidade-velha,261.491004,geonames,15.885,True,False
560,,los montevideanos merecemos un montevideo seguro limpio iluminado merecemos una ciudad para disfrutar y por eso le hablo a todos los montevideanos sin pensar en ideologia o caudal electoral tengo la tranquilidad de que van a poder contar conmigo si me confian su voto,,ciudad-vieja&cidade-velha,261.491004,geonames,19.951,True,False
566,,montevideo una ciudad llena de mugrientos no es quien gobierna son los sucios que andan en la calle y tiran basura en cualquier lado https t co fxcuvprvow,,ciudad-vieja&cidade-velha,261.491004,geonames,13.548,True,False
495,,im convinced that someone did brujeria on me because my life is really shitty at the moment lmao and before it was great and everything was working out for me so im going to get a limpieza,,edificio-the-life&edificio-the-life,227.01729218,geonames,20.74,True,False
100,,int martinez tranca fuerte por limpieza escencialidad y privatizacion si hubiera elecciones todos los anos montevideo seria dubai https t co krgiwd05nr,,punta-de-fuerte&punta-de-fuerte,217.56278592,geonames,11.383,True,False
241,,int martinez tranca fuerte por limpieza escencialidad y privatizacion si hubiera elecciones todos los anos montevideo seria dubai https t co krgiwd05nr,,punta-de-fuerte&punta-de-fuerte,217.56278592,geonames,10.967,True,False
419,,int martinez tranca fuerte por limpieza escencialidad y privatizacion si hubiera elecciones todos los anos montevideo seria dubai https t co krgiwd05nr,,punta-de-fuerte&punta-de-fuerte,217.56278592,geonames,10.776,True,False
61,,fedelosa imtransito supongo cualquier esquina habilita misma luz verde vos doblar auto peaton cruzar,,playa-verde&playa-la-verde,208.038016529,geonames,12.456,True,False
136,,30 anos de gob departamental y aun lo ciudadanos de montevideo siguen votando al fraude amplio las calles desecha la carga de impuestos mas alta las adjudicaciones mas insolitas los dirigentes mas exoticos de la historia la mugre mas grande jamas vista pero siguen https t co axxwcu0ecf,,bella-vista&barrio-de-bella-vista-bella-vista,208.038016529,geonames,44.397,True,False
208,,verguenza le deberia dar a toda persona que se manifiesta en contra de las jineteadas cuando circulando por montevideo se cruza con un caballo tirando un carrito cargado de basura esos si que la sufren todos los dias del ano sin conocer lo que es el descanso y el pasto verde,,playa-verde&playa-la-verde,208.038016529,geonames,16.033,True,False
316,,mientras montevideo se cae a pedazos entre basura miseria grafittis obras a medio terminar baches y verde tapado de hormigon sovietico municipal el intendente travesti considera de vital importancia ponerle mario benedetti a alguna calle me voy a fumar un porro y vuelvo,,playa-verde&playa-la-verde,208.038016529,geonames,31.756,True,False
407,,mientras montevideo se cae a pedazos entre basura miseria grafittis obras a medio terminar baches y verde tapado de hormigon sovietico municipal el intendente travesti considera de vital importancia ponerle mario benedetti a alguna calle me voy a fumar un porro y vuelvo,,playa-verde&playa-la-verde,208.038016529,geonames,36.234,True,False
559,,verguenza le deberia dar a toda persona que se manifiesta en contra de las jineteadas cuando circulando por montevideo se cruza con un caballo tirando un carrito cargado de basura esos si que la sufren todos los dias del ano sin conocer lo que es el descanso y el pasto verde,,playa-verde&playa-la-verde,208.038016529,geonames,16.346,True,False
373,,asi esta el barrio esperanza estuvimos la semana pasada y solicitamos a la im limpieza urgente de la canada hoy https t co 5txwa7cxdw,,canada-bellaca&canada-bellaca,203.332005551,geonames,22.549,True,False
170,,a todos los que dicen que la basura que desborda montevideo del intendente dmartinez uy es un problema cultural https t co lpuatok1po,,espacio-cultural-guambia&25-de-mayo-591,195.574812444,lugares_interes,18.379,True,False
443,,hoy debuta en copa libertadores el unico grande del paraguay el tricampeondeamerica y campeondelmundo hoy tenemos cita con nuestra historia fuerza olimpia de mi vida montevideo wanderers recibe a olimpia en el franzini a las 19 15hs https t co ti1gdh9duh,,teatro-alianza-uruguay-eeuu&paraguay-1217,178.883008379,lugares_interes,36.977,True,False
192,,la renuncia del director de desarrollo ambiental de la intendencia de montevideo imm fernando puntigliano se debio a diferencias con el intendente christian di candia respecto a la gestion del conflicto en limpieza https t co 8csqxmvzx6,,banco-interamericano-de-desarrollo-bid&banco-interamericano-de-desarrollo-bid,170.054766601,geonames,18.839,True,False
522,,el director de desarrollo ambiental de la im renuncia adeom pone palos en la rueda y el intendente di candia brilla por su ausencia mientras tanto mvd es una mugre y lamentablemente la basura es parte del paisaje en varios barrios siempre terminan pagando los mismos,,banco-interamericano-de-desarrollo-bid&banco-interamericano-de-desarrollo-bid,170.054766601,geonames,26.724,True,False
202,,montevideo huele a faso a graffiti a mugre a meo a cultura carnavalera montevideo llora en hombros de sus monumentos humillados por pinturitas socio artisticas y movimientos en vano montevideo sangra hedor huele a frente amplio a progresismo a pobrecismo mental,,espacio-cultura-bigua&jose-vazquez-ledesma-2968,157.597709111,lugares_interes,26.813,True,False
324,,montevideo huele a faso a graffiti a mugre a meo a cultura carnavalera montevideo llora en hombros de sus monumentos humillados por pinturitas socio artisticas y movimientos en vano montevideo sangra hedor huele a frente amplio a progresismo a pobrecismo mental,,espacio-cultura-bigua&jose-vazquez-ledesma-2968,157.597709111,lugares_interes,26.952,True,False
418,,elrusomachenaud montevideoim cultura es la bolsa donde entra todo y donde no hay que mostrar resultados tres https t co mrcqouggvz,,espacio-cultura-bigua&jose-vazquez-ledesma-2968,157.597709111,lugares_interes,23.602,True,False
567,,montevideanos que opciones proponen para los bancos de la plaza zabala que sacaron y estan sacando donde los ponemos no hablemos de los 400 mil dolares tirados a la basura va al bolsillo de algun companero de varela se reciben ideas adelante los leemos,,plaza-de-la-armada&plaza-de-la-armada,153.977049383,geonames,32.632,True,False
90,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,29.321,True,False
134,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,36.197,True,False
204,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,28.682,True,False
213,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,29.507,True,False
317,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,27.903,True,False
336,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,28.556,True,False
353,,intentelo de nuevo ratas asquerosas quiero ver como les va con la im o la brigada anfibia expedicionaria estan advertidos luego no vayan a llorar donde su tio indh o sus canales de tv basura https t co j3gtqpxiv9,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,24.709,True,False
356,,en serio hay gente que piensa que si el fa gobierna 5 anos mas la gente se va a dar cuenta y no los vota nunca mas hoy caminas por mvd entre mugre gente tirada en la calle con familias revolviendo contenedores y el 30 de la gente sigue dispuesta a votarlos de nuevo,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,54.682,True,False
384,,sabes que hacer con cada uno de los residuos que generas en casa descarga nuestro nuevo manual de gestion de residuos en el hogar y sacate todas las dudas https t co ipgxzpcarg integra nuevas costumbres cuida el ambiente https t co 1ct8mcnmz1,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,58.522,True,False
503,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,26.894,True,False
509,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,28.913,True,False
565,,hace solo 54 dias que gremio ganaba la libertadores 2017 y hoy ya empieza la edicion de 2018 me encanta el nuevo formato de fechas de este glorioso torneo un partido tras otro casi sin descanso montevideo wanderers y el tricampeon olimpia abren fuego esta noche y ahi estaremos,,nuevo-paris&balneario-nuevo-paris-nuevo-paris-nuevo-paris,148.658595041,geonames,32.36,True,False
428,,mucho carnaval muchos espectaculos musicales mucho dinero gastado en circo mientras crecieron los asentamientos montevideo es una mugre el transporte es caro lento y malo iluminacion en barrios es lamentable el transito es un caos y volvieron los carros con caballos,,sala-de-espectaculos-sodre-auditorio-nacional-adela-reta&sala-de-espectaculos-sodre-auditorio-nacional-adela-reta,144.701554041,geonames,16.933,True,False
78,,cambiaste un mueble o electrodomestico de tu casa no lo dejes al lado del contenedor llamanos al 1950 3000 op 3 y lo pasamos a buscar gratis por tu casa,,casa-bello&casa-bello,142.72126976,geonames,34.898,True,False
133,,terrible el camino que le toco a olimpia fase 1 montevideo wanderers fase 2 junior fase 3 guarani casi seguro fase de grupos boca palmeiras alianza lima llega a 8vos y pongo la firma que sera el campeon,,teatro-alianza-francesa&bv-gral-artigas-1229,132.188929505,lugares_interes,23.583,True,False
302,,en montevideo feras el aissami parece un fantasma pero en la trama de negocios sucios de su familia ha tenido un rol bien identificado,,banco-de-la-familia&banco-de-san-pedro-banco-de-la-familia-piedras-de-san-pedro,123.415683224,geonames,11.317,True,False
153,,el fraude amplio peor seguridad de la historia duplicaron los homicidios nos metieron en una esclavitud banquera record de suicidios defienden dictadura de maduro en venezuela no pudieron con la basura montevideo es una mugre mirendiciondecuentas,,embajada-de-la-republica-bolivariana-de-venezuela-palacio-correa&embajada-de-la-republica-bolivariana-de-venezuela-palacio-correa,121.398589342,geonames,18.27,True,False
436,,los simpatizantes de elclubolimpia que se acercan al hotel para apoyar a los jugadores desde bien temprano con un banderazo en la previa al debut de la libertadoresxfox ante montevideo wanderers https t co qi73odkxbx,,arapey-hotel&arapey-hotel,121.237248264,geonames,24.63,True,False
501,,los simpatizantes de elclubolimpia que se acercan al hotel para apoyar a los jugadores desde bien temprano con un banderazo en la previa al debut de la libertadoresxfox ante montevideo wanderers https t co qi73odkxbx,,arapey-hotel&arapey-hotel,121.237248264,geonames,26.659,True,False
499,,no puede con adeom no puede con la basura no puede con la iluminacion con la seguridad con la higiene con los indigentes con los cuidacoches con los recicladores con el precio del boleto con los ocupas con quienes vandalizan las propiedades publicas y privadas un inutil https t co agayvlgyoo,,instituto-de-higiene-udelar&instituto-de-higiene-udelar,104.555075689,geonames,20.038,True,False
147,,estaremos hablando sobre este proyecto de instalacion de un mega puerto chino en montevideo y las consecuencias que puede tener tanto para el medio ambiente y los oceanos como para la comunidad local los esperamos,,puerto-del-buceo&ensenada-del-buceo-puerto-buceo,100.866303,geonames,18.187,True,False
525,,gabrielhpereyra vos decis que un solo empresario puede mover 100 contenedores diarios en un puerto como el de mvd,,puerto-del-buceo&ensenada-del-buceo-puerto-buceo,100.866303,geonames,18.654,True,False
333,,estas en el liceo y te gusta sacar fotos todavia estas a tiempo de participar de nuestro concurso de fotografia para promover el cuidado del medio ambiente te dejamos las bases y algunas de las imagenes que se presentaron el ano pasado https t co 8stqnprfmq https t co 4l5ihuuowi,,liceo-31&liceo-31,100.674462891,geonames,36.639,True,False
62,,declaracion mensajes amenazantes banos edificio principal facultad montevideo 3 marzo 2020,,edificio-lapido&edificio-lapido,100.223325525,geonames,21.752,True,False
223,,caminando en la noche por las calles de montevideo he visto de todo desde ancianos invalidos acurrucados en silla de ruedas entre cartones a familias con ninos hurgando volquetas cosas que por arte de magia se van a empezar a ver y reconocer dentro de 20 dias,,banco-de-las-familias&banco-de-las-familias,93.1741733152,geonames,18.467,True,False
348,,caminando en la noche por las calles de montevideo he visto de todo desde ancianos invalidos acurrucados en silla de ruedas entre cartones a familias con ninos hurgando volquetas cosas que por arte de magia se van a empezar a ver y reconocer dentro de 20 dias,,banco-de-las-familias&banco-de-las-familias,93.1741733152,geonames,21.617,True,False
123,,se acuerdan de martinez y su carta a vazquez sobre la gente que duerme en la calle ahora denuncian la gente que revuelve los contenedores buscando comida otra vez el fracaso del mides relatado por la intendencia de montevideo despues de 15 anos de crecimiento es una tragedia https t co ofmoyrpf1z,,espacio-cultura-bigua&jose-vazquez-ledesma-2968,86.2554563248,lugares_interes,16.141,True,False
526,,bernal oeste ayer en montevideo y 178 desde hace varios dias la basura se acumula el timbreo de https t co fyk2sanmko,,escollera-oeste&west-breakwater,74.0595777778,geonames,38.699,True,False
533,,ya estas de limpieza general si vas a cambiar algun mueble o electrodomestico recorda que lo mejor es regalarlo para que otro lo use si hay que tirarlo solicita nuestro servicio especial de recoleccion gratuito llamando al 1950 3000 o aqui https t co 3bmgsrhaye https t co fniejiybwj,,archivo-general-de-la-nacion&archivo-general-de-la-nacion,73.64020125,geonames,41.202,True,False
488,,ustedes estan dimensionando que nuestros defensas van a tener que marcarle a teo gutierrez yimmi chara y lucas barrios si es que pasamos de montevideo wanderers sin contar que hay que pasar del defensa capitan de la seleccion peruana mamaaaaaa olimpia,,biblioteca-municipal-aurelia-viera&lucas-obes-1021,71.8046027778,lugares_interes,22.19,True,False
36,,espero minimo 6 policias esquina casa,,casa-bello&casa-bello,71.36063488,geonames,22.653,True,False
40,,santa casa galicia montevideo,,casa-bello&casa-bello,71.36063488,geonames,20.104,True,False
41,,gracinas casa galicia montevideo,,casa-bello&casa-bello,71.36063488,geonames,20.906,True,False
42,,santa casa galicia montevideo,,casa-bello&casa-bello,71.36063488,geonames,24.715,True,False
51,,santa gracinas casa galicia montevideo,,casa-bello&casa-bello,71.36063488,geonames,23.459,True,False
65,,futuro incerto da casa galicia montevideo,,casa-bello&casa-bello,71.36063488,geonames,17.439,True,False
66,,pasa na costa futuro incerto da casa galicia montevideo,,casa-bello&casa-bello,71.36063488,geonames,20.341,True,False
77,,montevideo tu casa ven al fondo de la imagen una caja de carton bueno ahi dentro esta durmiendo una familia un padre la madre y su hijito mas cerca la mugre de siempre patetico https t co rms6ih6edd,,casa-bello&casa-bello,71.36063488,geonames,33.338,True,False
221,,en 2017 presentamos un proyecto para exonerar la contribucion a aquel vecino que tenga un contenedor en la puerta de su casa tambien propusimos la rotacion por circuito para evitar estas avivadas la im tomo nuestra idea pero no la aplica y mucho menos controla la situacion https t co j4i23hy6nu,,casa-bello&casa-bello,71.36063488,geonames,36.602,True,False
47,,pompo nita brod panaderia pasteleria esquina chile montevideo mendoza parece algarroba rompen,,arroyo-de-mendoza&arroyo-mendoza-arroyo-de-mendoza-arroyo-de-mendoza-de-miguelete-mendoza,69.8359263218,geonames,18.165,True,False
144,,atencion franjeado preparate para alentar a tu club llega olimpia vs montevideo wanderers venta de entrada https t co lvepk7uxk6,,club-malvin&club-malvin,66.3114747769,geonames,20.629,True,False
513,,en 3 anos de gestion martinez endeudo a mvd en us 94 millones a pagar en 20 anos no pudo con la basura y limpieza de la ciudad el transito es un caos pese a las camaras y para colmo le quiere poner impuestos a los turistas hablame de buena gestion https t co onspnbhhhg,,ciudad-vieja&cidade-velha,64.862028,geonames,31.121,True,False
88,,tras el final del partido varios hinchas que se juntaron en la explanada de la montevideoim se pusieron al hombro la limpieza de la zona mundialxlatele fotos focouy https t co angpyijyrq,,edificio-explanada-san-jose&edificio-explanada-san-jose,63.993672,geonames,12.602,True,False
494,,en cuanto a mi apenas me doy cuenta que estoy luchando por migajas de atencion corro lejos en direccion contraria porque ahora lo se las sobras se tiran a la basura a las personas se las quieren y cuando se las quiere se hace lo im posible para hacerselo saber,,direccion-nacional-de-bomberos-cuartel-centenario&direccion-nacional-de-bomberos-cuartel-centenario,56.2703276901,geonames,26.196,True,False
282,,meteorologiauy emitio alerta naranja por vientos fuertes para montevideo recorda estos importantes cecoed arboles caidos 2480 40 92 imtransito 1950 4000 bomberos 104 policia 911 ute 0800 1930 contenedores movidos 2901 0006 24 hs https t co mmohzu15iw,,teatro-casa-de-los-siete-vientos&av-gonzalo-ramirez-1595,55.7272733076,lugares_interes,14.832,True,False
549,capitan-tula,me avisan por la cucaracha que los cabildantes estarian tirando basura de los contenedores a la calle para fingir caos e ineficiencia en la zona de capitan tula alguien puede chequear lemacelina lanonabrabucona chdica cno capitan mateo tula dufort https t co mjujql3wst,geonames,boiso-lanza&aerodromo-capitan-boiso-lanza-aerodromo-capitan-boiso-lanza-boiso-lanza,55.6256926146,geonames,16.812,True,False
310,,nuevamente adeom im y la basura luego de 25 anos de gobierno y prometiendo tabare intendente en 1989 que erradicaria la basura en 100 dias adeom pide mas personal y camiones basta de inoperancia y mala gestion en 2020 aire de cambio equipo 71 herrerismo https t co upb9jiz94h,,edificio-tabare&edificio-tabare,47.82091392,geonames,21.007,True,False
546,,que buena noticia saben que mas del 95 de los contenedores intervenidos artisticamente por artistas escolares o jovenes de diversas ongs nunca fueron vandalizados apropiarse del espacio publico es el camino suerte a noe cor arte https t co qhrquctskg,,teatro-asociacion-cristana-de-jovenes&colonia-1870,47.6007773324,lugares_interes,26.112,True,False
